customer_id,customer_name,gender,past_3_years_bike_related_purchases,dob,age,age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,customer_title,state
592,Laurette,Male,73,33871,28.07257056,30,VP Sales,Manufacturing,Mass Customer,N,No,2,Evasive Customer,QLD
595,Britteny,Male,72,26796,47.45613221,50,VP Marketing,Financial Services,Mass Customer,N,No,22,Lost Customer,QLD
596,Kerri,Female,9,25131,52.01777604,60,Recruiter,Property,Affluent Customer,N,No,13,Almost Lost Customer,QLD
597,Trudi,Female,6,20068,65.88900892,70,Recruiter,Manufacturing,Mass Customer,N,No,6,High Risk Customer,VIC
598,Lin,Male,25,24650,53.33558426,60,Financial Advisor,Financial Services,High Net Worth,N,No,12,Almost Lost Customer,NSW
600,Camelia,Male,65,27159,46.46161166,50,Nurse,Argiculture,Mass Customer,N,Yes,8,Lost Customer,NSW
601,Tatyana,Male,56,33942,27.87805001,30,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4,High Risk Customer,NSW
603,Felisa,Female,28,31885,33.51366645,40,Marketing Assistant,Financial Services,Affluent Customer,N,No,11,Losing Customer,QLD
604,Tyler,Female,72,35836,22.68900892,30,Help Desk Operator,IT,Affluent Customer,N,No,3,Losing Customer,NSW
605,Buster,Male,13,26384,48.58489933,50,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5,Platinum Customer,NSW
606,Lorine,Female,62,32705,31.26709111,40,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2,High Risk Customer,NSW
607,Alpha,Female,55,27982,44.20681714,50,Dental Hygienist,Health,Mass Customer,N,No,15,Late Bloomer,NSW
608,Alesha,Female,55,29228,40.79311851,50,Accounting Assistant I,Retail,High Net Worth,N,Yes,12,Losing Customer,QLD
609,Rosio,Female,32,36836,19.94928289,20,Computer Systems Analyst II,Health,Mass Customer,N,No,1,Late Bloomer,NSW
610,Cherri,Male,45,21260,62.62325549,70,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15,Losing Customer,NSW
611,Phoebe,Male,58,31766,33.83969385,40,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16,Very Loyal,QLD
612,Silas,Male,50,22658,58.79311851,60,GIS Technical Architect,Health,Mass Customer,N,No,14,Becoming Loyal,NSW
613,Georgette,Female,4,32826,30.93558426,40,Analyst Programmer,Property,High Net Worth,N,No,17,Becoming Loyal,NSW
615,Lakiesha,Female,93,20586,64.46983084,70,Human Resources Assistant I,Property,Mass Customer,N,No,19,Potential Customer,QLD
617,Tona,Female,81,22129,60.24243358,70,Director of Sales,Property,Mass Customer,N,No,15,Late Bloomer,QLD
618,Lorette,Male,17,22741,58.56572125,60,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,18,Lost Customer,VIC
619,Lorinda,Male,39,28351,43.19585823,50,Speech Pathologist,Property,Mass Customer,N,No,20,Losing Customer,NSW
620,Arlen,Female,54,26749,47.58489933,50,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,Almost Lost Customer,QLD
623,Lesley,Male,52,32256,32.4972281,40,Health Coach II,Property,High Net Worth,N,No,4,Lost Customer,QLD
624,Rosanne,Male,44,27772,44.7821596,50,Research Assistant II,Manufacturing,Mass Customer,N,Yes,13,Lost Customer,NSW
625,Selina,Female,33,27360,45.91092673,50,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,7,Becoming Loyal,QLD
626,Milford,Male,12,33932,27.90544727,30,Geological Engineer,Manufacturing,Mass Customer,N,No,2,Losing Customer,QLD
628,Veta,Female,14,29883,38.99859796,40,Actuary,Financial Services,Mass Customer,N,No,13,High Risk Customer,QLD
629,Haley,Male,29,22256,59.89448837,60,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,Losing Customer,QLD
630,Dulcie,Male,90,31635,34.19859796,40,Statistician III,Property,Affluent Customer,N,Yes,17,Losing Customer,NSW
631,Hallie,Female,33,24364,54.1191459,60,Computer Systems Analyst I,Health,Affluent Customer,N,No,17,Becoming Loyal,VIC
632,Reyna,Male,67,35911,22.48352947,30,General Manager,Health,Mass Customer,N,No,1,Late Bloomer,VIC
634,Lynda,Female,35,28520,42.73284453,50,Speech Pathologist,Manufacturing,Mass Customer,N,No,15,Recent Customer,NSW
637,Stephaine,Female,60,28026,44.08626919,50,Health Coach I,Health,High Net Worth,N,No,13,Platinum Customer,NSW
639,Fatima,Male,51,27183,46.39585823,50,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,Becoming Loyal,NSW
640,Jacquelyne,Male,12,27587,45.28900892,50,Librarian,Entertainment,High Net Worth,N,Yes,10,Platinum Customer,NSW
641,Su,Male,86,27354,45.92736508,50,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,3,Evasive Customer,VIC
642,Charlesetta,Male,9,26652,47.85065275,50,Automation Specialist IV,Property,Mass Customer,N,No,12,Potential Customer,QLD
643,Sandee,Female,48,30314,37.81777604,40,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,10,Evasive Customer,VIC
644,Delmer,Male,59,36516,20.82599522,30,Administrative Officer,Health,Affluent Customer,N,No,2,Lost Customer,NSW
646,Alla,Female,3,26867,47.26161166,50,Human Resources Manager,Manufacturing,Affluent Customer,N,No,13,Evasive Customer,VIC
647,Nena,Male,61,20843,63.76572125,70,Assistant Manager,Retail,Mass Customer,N,Yes,10,Recent Customer,VIC
648,Sebastian,Male,86,28645,42.39037878,50,Accountant II,Financial Services,Mass Customer,N,Yes,9,Losing Customer,QLD
649,Consuela,Female,23,27370,45.88352947,50,Legal Assistant,Financial Services,Mass Customer,N,Yes,10,Becoming Loyal,NSW
650,Alissa,Male,81,28422,43.00133768,50,Assistant Manager,Health,Mass Customer,N,No,13,Losing Customer,NSW
651,Eufemia,Female,76,26961,47.00407741,50,Tax Accountant,Health,Affluent Customer,N,No,13,Late Bloomer,NSW
652,John,Female,62,35393,23.90270755,30,Staff Scientist,Financial Services,High Net Worth,N,Yes,1,Very Loyal,VIC
653,Mona,Male,68,24865,52.74654316,60,Graphic Designer,Financial Services,Affluent Customer,N,Yes,19,Late Bloomer,NSW
654,Sonya,Female,2,34108,27.42325549,30,Administrative Officer,Manufacturing,Affluent Customer,N,No,5,Late Bloomer,NSW
655,Ozell,Male,64,27358,45.91640618,50,General Manager,Manufacturing,Affluent Customer,N,Yes,19,Losing Customer,VIC
656,Sanford,Female,80,28811,41.93558426,50,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8,Very Loyal,VIC
657,Vito,Male,66,34018,27.66983084,30,Safety Technician II,Manufacturing,Affluent Customer,N,No,10,High Risk Customer,QLD
658,Paulene,Male,38,16095,76.77394042,80,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8,Evasive Customer,VIC
660,Angla,Female,82,34909,25.22873495,30,Geological Engineer,Manufacturing,High Net Worth,N,No,6,Becoming Loyal,NSW
661,Lorean,Female,35,32270,32.45887193,40,Sales Associate,IT,High Net Worth,N,No,14,Potential Customer,NSW
662,Dorothy,Female,41,24657,53.31640618,60,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,Losing Customer,VIC
663,Benny,Male,27,35628,23.25887193,30,VP Sales,Property,Affluent Customer,N,Yes,3,High Risk Customer,NSW
664,Rasheeda,Male,38,34612,26.04243358,30,Research Nurse,Health,High Net Worth,N,No,4,High Risk Customer,QLD
666,Aracely,Female,82,30621,36.97668015,40,Social Worker,Health,High Net Worth,N,Yes,15,Late Bloomer,VIC
667,Becky,Female,62,34412,26.59037878,30,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3,Potential Customer,NSW
668,Annamaria,Female,61,24345,54.1712007,60,Junior Executive,Health,Mass Customer,N,No,7,Very Loyal,NSW
670,Burt,Female,75,33917,27.94654316,30,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8,Evasive Customer,QLD
672,Bethany,Male,53,28137,43.7821596,50,Analog Circuit Design manager,Retail,High Net Worth,N,No,12,Almost Lost Customer,NSW
673,Adrianna,Male,35,27572,45.33010481,50,VP Sales,Health,Mass Customer,N,Yes,4,Becoming Loyal,NSW
675,Delsie,Female,37,28113,43.84791303,50,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,17,Recent Customer,NSW
677,Emanuel,Male,59,35639,23.22873495,30,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5,High Risk Customer,NSW
678,Duane,Female,57,34942,25.13832399,30,Accounting Assistant II,IT,High Net Worth,N,No,2,Evasive Customer,QLD
679,Estefana,Female,29,27323,46.01229659,50,Registered Nurse,Health,Mass Customer,N,No,12,Losing Customer,NSW
681,Temple,Female,55,28751,42.09996782,50,VP Product Management,Manufacturing,Mass Customer,N,Yes,17,Becoming Loyal,NSW
682,Millie,Male,53,26008,49.61503632,50,Health Coach IV,Health,Affluent Customer,N,Yes,7,Potential Customer,NSW
684,Melania,Male,88,31961,33.30544727,40,Desktop Support Technician,Financial Services,Mass Customer,N,No,14,Recent Customer,NSW
686,Caroyln,Female,60,19922,66.28900892,70,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5,Late Bloomer,NSW
687,Sigrid,Male,25,21591,61.71640618,70,Executive Secretary,Retail,High Net Worth,N,Yes,5,Becoming Loyal,NSW
688,Rowena,Male,90,25249,51.69448837,60,Junior Executive,Health,High Net Worth,N,No,9,High Risk Customer,VIC
689,Chu,Male,91,24246,54.44243358,60,Senior Developer,Entertainment,High Net Worth,N,Yes,16,Recent Customer,VIC
692,Drucilla,Male,42,32136,32.82599522,40,Database Administrator IV,Property,Mass Customer,N,No,7,Late Bloomer,NSW
694,Willis,Female,66,25200,51.82873495,60,Media Manager III,Health,Mass Customer,N,No,13,Becoming Loyal,NSW
695,Hellen,Male,36,28459,42.89996782,50,Engineer II,Health,High Net Worth,N,No,11,Platinum Customer,NSW
697,Libbie,Male,25,31745,33.8972281,40,Environmental Specialist,Entertainment,Mass Customer,N,No,10,Becoming Loyal,QLD
698,Cecille,Female,90,35266,24.25065275,30,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1,Almost Lost Customer,VIC
699,Katelin,Female,16,26515,48.22599522,50,Account Representative IV,IT,Affluent Customer,N,Yes,16,Almost Lost Customer,NSW
701,Rosa,Male,18,20576,64.4972281,70,Food Chemist,Health,Mass Customer,N,Yes,8,Potential Customer,QLD
704,Sheena,Female,49,36137,21.86435138,30,Research Nurse,Health,Mass Customer,N,No,4,Very Loyal,NSW
705,Karena,Male,48,23392,56.7821596,60,Quality Engineer,Retail,High Net Worth,N,No,14,Becoming Loyal,NSW
706,Carmon,Male,44,32879,30.79037878,40,Media Manager IV,Financial Services,High Net Worth,N,Yes,5,Potential Customer,VIC
708,Ardella,Female,31,31823,33.68352947,40,Safety Technician II,IT,Mass Customer,N,Yes,10,Lost Customer,VIC
709,Hoyt,Female,83,29200,40.86983084,50,Accountant III,Financial Services,Mass Customer,N,Yes,5,Evasive Customer,VIC
710,Todd,Male,76,25628,50.65613221,60,Sales Representative,Retail,High Net Worth,N,Yes,13,Potential Customer,NSW
716,Qiana,Female,31,29168,40.95750207,50,Social Worker,Health,Mass Customer,N,No,11,Very Loyal,NSW
717,Risa,Male,65,28084,43.92736508,50,VP Product Management,Manufacturing,Mass Customer,N,Yes,11,Becoming Loyal,NSW
718,Hortense,Female,38,28539,42.68078974,50,Engineer I,Manufacturing,Mass Customer,N,Yes,7,Recent Customer,QLD
719,Lee,Male,2,19723,66.8342144,70,Administrative Officer,Retail,Mass Customer,N,No,14,Platinum Customer,QLD
720,Mohamed,Male,67,11619,89.03695412,90,Recruiting Manager,Retail,Affluent Customer,N,No,6,Recent Customer,NSW
722,Merrill,Male,69,20531,64.62051577,70,Marketing Manager,IT,Mass Customer,N,No,5,High Risk Customer,NSW
723,Clayton,Female,41,23243,57.19037878,60,Food Chemist,Health,Mass Customer,N,Yes,6,Very Loyal,NSW
724,Nada,Male,7,27611,45.22325549,50,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4,Recent Customer,NSW
725,Greta,Male,61,23981,55.16846097,60,Design Engineer,Health,High Net Worth,N,Yes,19,Platinum Customer,QLD
726,Whitley,Female,69,28531,42.70270755,50,Information Systems Manager,Health,Mass Customer,N,Yes,10,Almost Lost Customer,NSW
727,Jenette,Male,98,28773,42.03969385,50,Senior Editor,Manufacturing,Mass Customer,N,No,3,Losing Customer,VIC
728,Franchesca,Male,60,20731,64.07257056,70,VP Accounting,Financial Services,Mass Customer,N,Yes,8,Recent Customer,VIC
729,Myrtice,Female,30,26960,47.00681714,50,Analog Circuit Design manager,Health,Affluent Customer,N,No,11,Platinum Customer,VIC
732,Santina,Female,71,24493,53.76572125,60,Actuary,Financial Services,Mass Customer,N,No,5,High Risk Customer,NSW
734,Kayleigh,Male,34,29408,40.29996782,50,Programmer III,Retail,Affluent Customer,N,No,11,Lost Customer,NSW
735,Dori,Male,33,23852,55.52188563,60,Assistant Manager,Financial Services,Mass Customer,N,Yes,11,High Risk Customer,NSW
739,Raymundo,Male,36,23724,55.87257056,60,Senior Editor,Manufacturing,Mass Customer,N,No,8,Platinum Customer,VIC
742,Edythe,Male,55,24221,54.51092673,60,Senior Developer,Manufacturing,Mass Customer,N,No,15,Becoming Loyal,NSW
743,Adell,Male,89,29682,39.54928289,40,VP Accounting,Financial Services,Mass Customer,N,Yes,13,Evasive Customer,NSW
744,Delores,Male,54,28367,43.15202262,50,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,Late Bloomer,VIC
748,Oneida,Female,51,29697,39.508187,40,VP Marketing,Financial Services,High Net Worth,N,No,7,Losing Customer,NSW
749,Ghislaine,Male,47,26512,48.2342144,50,Environmental Specialist,Argiculture,Mass Customer,N,No,19,Losing Customer,VIC
750,Ardis,Male,42,34797,25.53558426,30,Analyst Programmer,Retail,Affluent Customer,N,Yes,7,Losing Customer,NSW
751,Fermin,Female,41,37195,18.96572125,20,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1,Lost Customer,NSW
752,Saundra,Male,13,22459,59.33832399,60,Speech Pathologist,Financial Services,High Net Worth,N,No,12,Recent Customer,QLD
753,Bret,Female,82,25634,50.63969385,0,Food Chemist,Health,Affluent Customer,Y,Yes,6,Platinum Customer,NSW
754,Kortney,Female,15,29064,41.24243358,50,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,Lost Customer,VIC
755,Luanna,Male,31,34163,27.27257056,30,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,Lost Customer,NSW
756,Danette,Female,65,27297,46.08352947,50,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16,Potential Customer,VIC
757,Melisa,Male,91,28258,43.45065275,50,Environmental Tech,Financial Services,Mass Customer,N,No,18,High Risk Customer,QLD
759,Myriam,Male,89,23119,57.53010481,60,Clinical Specialist,Health,High Net Worth,N,No,13,Recent Customer,NSW
761,Izetta,Male,12,28456,42.908187,50,Media Manager II,Health,Affluent Customer,N,Yes,4,Evasive Customer,NSW
763,Renata,Female,95,32086,32.96298152,40,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12,Losing Customer,NSW
764,Les,Male,40,28200,43.60955686,50,Environmental Tech,Financial Services,Mass Customer,N,Yes,22,High Risk Customer,QLD
767,Harris,Male,70,20439,64.87257056,70,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11,Late Bloomer,NSW
768,Jazmine,Female,5,27043,46.77941988,50,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21,Platinum Customer,NSW
769,Sherrie,Male,65,22643,58.8342144,60,Analog Circuit Design manager,IT,Mass Customer,N,No,12,Recent Customer,NSW
770,Zaida,Female,10,30717,36.71366645,40,Software Consultant,IT,High Net Worth,N,Yes,13,Losing Customer,VIC
772,Florencio,Female,12,36155,21.81503632,30,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4,Very Loyal,NSW
774,Velva,Female,79,36126,21.89448837,30,Operator,Manufacturing,High Net Worth,N,No,1,Lost Customer,VIC
775,Ying,Male,66,30215,38.08900892,40,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4,Losing Customer,QLD
776,Keli,Male,30,29488,40.08078974,50,Financial Analyst,Financial Services,High Net Worth,N,No,20,Very Loyal,QLD
777,Mitch,Male,2,33978,27.77941988,30,Paralegal,Financial Services,High Net Worth,N,No,4,Potential Customer,NSW
778,Bryon,Male,24,28081,43.93558426,50,Assistant Professor,Manufacturing,High Net Worth,N,No,13,Evasive Customer,NSW
779,Tamie,Female,1,33644,28.69448837,30,Staff Accountant III,Health,High Net Worth,N,No,7,High Risk Customer,NSW
780,Shaniqua,Female,24,26949,47.03695412,50,Professor,Financial Services,Mass Customer,N,No,20,Lost Customer,NSW
781,Adina,Male,80,21504,61.95476234,70,Legal Assistant,Manufacturing,Mass Customer,N,No,17,Evasive Customer,NSW
782,Landon,Female,30,28001,44.15476234,50,Geological Engineer,Manufacturing,Mass Customer,N,No,17,Potential Customer,QLD
783,Russell,Male,6,31253,35.2451733,40,Information Systems Manager,Retail,Affluent Customer,N,No,14,Evasive Customer,QLD
784,Leesa,Male,10,28149,43.74928289,50,Accounting Assistant III,IT,High Net Worth,N,Yes,22,Lost Customer,VIC
785,Hank,Female,48,29093,41.16298152,50,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18,Potential Customer,NSW
788,Priscilla,Male,62,23559,56.32462536,60,Social Worker,Health,Mass Customer,N,No,11,Potential Customer,NSW
789,Candida,Female,69,28608,42.49174864,50,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14,Very Loyal,NSW
791,Karon,Female,3,25110,52.07531029,60,Professor,Manufacturing,Mass Customer,N,Yes,14,Almost Lost Customer,VIC
793,Prudence,Female,97,32538,31.72462536,40,Actuary,Financial Services,High Net Worth,N,Yes,9,Platinum Customer,NSW
794,Myrl,Male,99,20221,65.46983084,70,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16,Potential Customer,NSW
795,Lissa,Female,35,26896,47.1821596,50,Environmental Tech,Financial Services,High Net Worth,N,No,18,Late Bloomer,NSW
796,Mikel,Female,8,35577,23.39859796,30,Financial Analyst,Financial Services,Mass Customer,N,No,2,Very Loyal,VIC
797,Yuri,Female,51,26957,47.01503632,50,Internal Auditor,Financial Services,Mass Customer,N,No,19,Late Bloomer,NSW
798,Jonas,Female,22,32283,32.42325549,40,Teacher,Financial Services,High Net Worth,N,No,5,Late Bloomer,VIC
800,Corrine,Male,68,28855,41.81503632,50,Account Coordinator,Manufacturing,Mass Customer,N,No,8,Losing Customer,QLD
802,Kara,Female,50,31463,34.66983084,40,Financial Analyst,Financial Services,Mass Customer,N,No,3,Almost Lost Customer,QLD
803,Noriko,Female,96,36475,20.93832399,30,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3,High Risk Customer,QLD
805,Caron,Female,48,22025,60.52736508,70,Electrical Engineer,Manufacturing,Mass Customer,N,No,10,Almost Lost Customer,NSW
806,Geoffrey,Male,66,33813,28.23147467,30,Sales Representative,Retail,Mass Customer,N,Yes,7,Late Bloomer,NSW
808,Clark,Male,21,29180,40.92462536,50,Social Worker,Health,High Net Worth,N,Yes,17,Lost Customer,VIC
809,Wanetta,Female,83,28421,43.00407741,50,Biostatistician III,Health,Mass Customer,N,No,18,High Risk Customer,NSW
810,Lynsey,Female,24,35889,22.54380344,30,Software Test Engineer IV,Health,Mass Customer,N,Yes,1,High Risk Customer,NSW
813,Lovetta,Female,12,22726,58.60681714,60,Account Representative III,Health,Mass Customer,N,No,14,High Risk Customer,NSW
814,Gracia,Male,60,21907,60.85065275,70,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14,Almost Lost Customer,VIC
816,Loma,Female,71,20830,63.80133768,70,Product Engineer,Manufacturing,Mass Customer,N,No,15,High Risk Customer,NSW
817,Adelle,Male,38,33702,28.53558426,30,Editor,Financial Services,Mass Customer,N,Yes,6,Becoming Loyal,VIC
818,Clifford,Female,17,27019,46.8451733,50,Chemical Engineer,Manufacturing,Mass Customer,N,No,11,Potential Customer,NSW
819,Sun,Male,7,27592,45.27531029,50,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5,Late Bloomer,NSW
821,Jenell,Male,41,29791,39.25065275,40,Financial Analyst,Financial Services,Mass Customer,N,Yes,7,Potential Customer,NSW
822,Mendy,Female,67,27325,46.00681714,50,Sales Associate,Health,High Net Worth,N,No,17,Lost Customer,VIC
823,Harriette,Female,91,32921,30.67531029,40,Internal Auditor,Manufacturing,Affluent Customer,N,No,9,Potential Customer,NSW
824,Veola,Female,97,28183,43.65613221,50,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12,Becoming Loyal,QLD
826,Denisha,Male,92,36154,21.81777604,30,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1,Becoming Loyal,NSW
829,Corrina,Male,84,36913,19.73832399,20,Environmental Tech,Financial Services,High Net Worth,N,Yes,2,Very Loyal,VIC
830,Cassandra,Male,58,29737,39.39859796,40,VP Quality Control,Manufacturing,Affluent Customer,N,No,6,Almost Lost Customer,NSW
831,Johnson,Male,4,26774,47.51640618,50,Paralegal,Financial Services,Affluent Customer,N,No,11,Becoming Loyal,QLD
832,Emery,Male,30,28459,42.89996782,50,Research Assistant IV,Retail,Mass Customer,N,No,14,Recent Customer,QLD
834,Gaynelle,Male,37,26761,47.55202262,50,Environmental Tech,Financial Services,Mass Customer,N,No,3,Late Bloomer,VIC
835,Alysia,Male,85,24950,52.51366645,60,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9,Very Loyal,NSW
836,Lilliam,Female,33,32965,30.55476234,40,Actuary,Financial Services,Mass Customer,N,Yes,9,High Risk Customer,QLD
838,Shara,Male,27,25967,49.72736508,50,Financial Advisor,Financial Services,High Net Worth,N,No,15,Late Bloomer,QLD
840,Bonita,Male,94,23548,56.35476234,60,VP Sales,Financial Services,Affluent Customer,N,Yes,19,Potential Customer,QLD
841,Kendall,Male,93,24372,54.0972281,60,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8,Almost Lost Customer,VIC
842,Lakenya,Male,59,36388,21.17668015,30,Compensation Analyst,Financial Services,High Net Worth,N,No,2,High Risk Customer,VIC
843,Jammie,Male,80,32756,31.12736508,40,Developer II,Manufacturing,Affluent Customer,N,Yes,9,Becoming Loyal,NSW
844,Arlean,Male,13,28503,42.77941988,50,Nurse Practicioner,Financial Services,High Net Worth,N,No,9,Recent Customer,NSW
845,Boyce,Female,51,27022,46.83695412,50,Associate Professor,Manufacturing,Mass Customer,N,No,3,Evasive Customer,NSW
846,Sindy,Male,60,19808,66.60133768,70,Geologist I,Manufacturing,Affluent Customer,N,No,17,Almost Lost Customer,NSW
847,Louis,Female,66,33384,29.40681714,30,Chief Design Engineer,Retail,High Net Worth,N,No,9,Evasive Customer,NSW
848,Vita,Male,79,29031,41.33284453,50,VP Product Management,Manufacturing,Mass Customer,N,No,13,Evasive Customer,QLD
849,Lakeesha,Male,72,25461,51.11366645,60,Librarian,Entertainment,Mass Customer,N,No,10,Potential Customer,QLD
850,Charlette,Male,79,36793,20.06709111,30,Clinical Specialist,Health,Mass Customer,N,No,1,Recent Customer,NSW
853,Heidi,Female,26,29863,39.05339248,40,Media Manager I,Retail,Mass Customer,N,Yes,16,Late Bloomer,NSW
855,Shandi,Female,74,27328,45.99859796,50,General Manager,Retail,High Net Worth,N,Yes,16,Evasive Customer,QLD
856,Jenny,Male,63,32417,32.05613221,40,Quality Engineer,Financial Services,Mass Customer,N,Yes,9,Very Loyal,VIC
858,Patience,Female,79,29374,40.39311851,50,Internal Auditor,Financial Services,High Net Worth,N,Yes,9,Becoming Loyal,QLD
859,Lily,Female,53,28704,42.22873495,50,Geologist I,Financial Services,Affluent Customer,N,Yes,7,Potential Customer,NSW
861,Robbyn,Female,73,28269,43.42051577,50,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17,High Risk Customer,VIC
862,Odette,Male,83,28486,42.82599522,50,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16,Almost Lost Customer,VIC
863,Charlsie,Female,19,22534,59.13284453,60,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5,High Risk Customer,VIC
865,Anne,Female,73,23844,55.54380344,60,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19,Almost Lost Customer,QLD
868,Josefina,Female,84,29054,41.26983084,50,VP Accounting,Financial Services,Mass Customer,N,Yes,11,Losing Customer,NSW
870,Lisette,Male,63,23405,56.74654316,60,Pharmacist,Health,Mass Customer,N,No,6,Almost Lost Customer,NSW
872,Sherryl,Female,47,26051,49.4972281,50,Structural Engineer,IT,Mass Customer,N,No,13,Lost Customer,NSW
873,Velia,Male,37,21907,60.85065275,70,Occupational Therapist,Health,Affluent Customer,N,Yes,20,Potential Customer,NSW
875,Lyn,Male,34,36214,21.65339248,30,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2,Losing Customer,VIC
876,Caitlin,Male,44,25117,52.05613221,60,Physical Therapy Assistant,IT,High Net Worth,N,No,19,Recent Customer,NSW
877,Cristine,Female,92,32276,32.44243358,40,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3,Recent Customer,NSW
878,Claire,Male,31,30256,37.97668015,40,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9,Almost Lost Customer,QLD
884,Melissa,Male,11,28520,42.73284453,50,Web Designer IV,Property,Mass Customer,N,No,17,Becoming Loyal,VIC
885,Kina,Male,20,24422,53.96024179,60,Statistician IV,Financial Services,Mass Customer,N,No,18,Recent Customer,QLD
886,Lang,Female,53,27348,45.94380344,50,Accounting Assistant III,Health,Mass Customer,N,No,11,Very Loyal,NSW
888,Regina,Female,62,23325,56.96572125,60,Accountant IV,Manufacturing,Mass Customer,N,No,10,High Risk Customer,QLD
889,Viki,Male,46,24522,53.68626919,60,Sales Representative,Retail,Affluent Customer,N,Yes,10,Late Bloomer,QLD
890,Brett,Female,55,27061,46.73010481,50,Dental Hygienist,Health,Mass Customer,N,Yes,15,Evasive Customer,NSW
891,Glynda,Male,21,29804,39.21503632,40,Occupational Therapist,Health,High Net Worth,N,Yes,9,Becoming Loyal,VIC
893,Joane,Male,97,30570,37.11640618,40,Geologist I,IT,Mass Customer,N,No,16,Losing Customer,NSW
894,Sook,Female,13,25920,49.85613221,50,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9,Losing Customer,NSW
897,Priscila,Female,25,25214,51.79037878,60,Account Executive,Manufacturing,Mass Customer,N,No,11,Almost Lost Customer,NSW
898,Evan,Female,53,28365,43.15750207,50,General Manager,Financial Services,Affluent Customer,N,No,16,Lost Customer,NSW
899,Luz,Female,42,23228,57.23147467,60,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12,High Risk Customer,NSW
900,Joann,Male,48,33092,30.20681714,40,Associate Professor,Manufacturing,Mass Customer,N,Yes,5,Becoming Loyal,VIC
902,Jeannine,Female,37,32715,31.23969385,40,Staff Scientist,Retail,Mass Customer,N,No,18,Platinum Customer,NSW
905,Madge,Female,41,28532,42.69996782,50,Safety Technician II,Manufacturing,Affluent Customer,N,No,12,Almost Lost Customer,QLD
906,Vannessa,Male,73,36159,21.80407741,30,Financial Analyst,Financial Services,High Net Worth,N,Yes,3,Platinum Customer,VIC
907,Irvin,Male,51,28849,41.83147467,50,Sales Associate,Property,High Net Worth,N,Yes,17,Potential Customer,NSW
910,Natalya,Male,50,31528,34.49174864,40,Biostatistician I,Financial Services,Mass Customer,N,No,14,Lost Customer,NSW
911,Shalon,Male,62,27315,46.0342144,50,Structural Analysis Engineer,Property,Affluent Customer,N,No,3,High Risk Customer,NSW
912,Kathaleen,Male,37,25038,52.27257056,60,Sales Representative,Retail,Mass Customer,N,Yes,19,Potential Customer,NSW
